VIN,YEAR,MAKE,Model,Body,Trim,ModelNumber,Doors,ExteriorColor,InteriorColor,EngineCylinders,EngineDisplacement,Transmission,Miles,SellingPrice,MSRP,BookValue,Invoice,DateInStock,Description,DealerZip,Ext_Color_Generic,Int_Color_Generic,Int_Upholstery,Engine_Block_Type,Engine_Aspiration_Type,Engine_Description,Transmission_Speed,Transmission_Description,Drivetrain,Fuel_Type,CityMPG,HighwayMPG,PassengerCapacity,ExtColorHexCode,EngineDisplacementCubicInches
1FT7W2B67DEA84465,2013,Ford,Super Duty F250,Crew Cab Pickup,XLT,W2B,4,Ruby Red Metallic Tinted,Adobe,8,6.2L,Automatic,2,49090,49090,44328,45699,41354,,77024,Red,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,92242E,379
1FT7W2B60DEA84467,2013,Ford,Super Duty F250,Crew Cab Pickup,XLT,W2B,4,Sterling Gray Metallic,Adobe,8,6.2L,Automatic,2,48695,48695,43998,45357,41351,,77024,Gray,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,585953,379
1FT7W2B69DEA84466,2013,Ford,Super Duty F250,Crew Cab Pickup,XLT,W2B,4,Tuxedo Black Metallic,Adobe,8,6.2L,Automatic,4,48695,48695,43998,45357,41351,,77024,Black,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,10101,379
1FT7W2B65DEA84464,2013,Ford,Super Duty F250,Crew Cab Pickup,XLT,W2B,4,Blue Jeans Metallic,Adobe,8,6.2L,Automatic,2,48695,48695,43998,45357,41352,,77024,Blue,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,32406F,379
1FT7W2B63CEC92390,2012,Ford,Super Duty F250,Crew Cab Pickup,XLT,W2B,4,Sterling Gray Metallic,Adobe,8,6.2L,Automatic,13,48255,48255,43612,44957,41179,,77024,Gray,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,585953,379
1FT7W2B67DEB08005,2013,Ford,Super Duty F250,Crew Cab Pickup,XLT,W2B,4,Tuxedo Black Metallic,Adobe,8,6.2L,Automatic,3,47160,47160,42711,44024,41368,,77024,Black,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,10101,379
1FT7W2B67DEA15405,2013,Ford,Super Duty F250,Crew Cab Pickup,XLT,W2B,4,Ingot Silver Metallic,Adobe,8,6.2L,Automatic,25,44670,44670,40605,41815,41225,,77024,Silver,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,D0E1DD,379
1FT7W2B6XDEA73945,2013,Ford,Super Duty F250,Crew Cab Pickup,XLT,W2B,4,Sterling Gray Metallic,Adobe,8,6.2L,Automatic,540,44135,44135,40486,41397,41334,,77024,Gray,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,585953,379
1FT7W2B61DEA15402,2013,Ford,Super Duty F250,Crew Cab Pickup,XLT,W2B,4,Tuxedo Black Metallic,Adobe,8,6.2L,Automatic,3,44035,44035,40084,41303,41242,,77024,Black,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,10101,379
1FT7W2B66DEA79189,2013,Ford,Super Duty F250,Crew Cab Pickup,XLT,W2B,4,Tuxedo Black Metallic,Adobe,8,6.2L,Automatic,3,43510,43510,39653,40856,41330,,77024,Black,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,10101,379
1FT7X2B62DEA90638,2013,Ford,Super Duty F250,Extended Cab Pickup,XLT,X2B,2,Sterling Gray Metallic,Adobe,8,6.2L,Automatic,8,42625,42625,38779,39955,41340,,77024,Gray,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,585953,379
1FT7X2B67DEA73950,2013,Ford,Super Duty F250,Extended Cab Pickup,XLT,X2B,2,Kodiak Brown Metallic,Adobe,8,6.2L,Automatic,2,41580,41580,37905,39050,41320,,77024,Brown,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,2,379
1FT7X2A68DEA47410,2013,Ford,Super Duty F250,Extended Cab Pickup,XLT,X2A,2,Green Gem Metallic,Steel Cloth,8,6.2L,Automatic,1,39300,39300,35813,36889,41351,,77024,Green,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,27563B,379
1FT7W2B66DEA73943,2013,Ford,Super Duty F250,Crew Cab Pickup,XL,W2B,4,Oxford White,Vinyl 40/20/40 Seats Steel,8,6.2L,Automatic,3,38530,38530,35158,36212,41326,,77024,White,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,FFFFFF,379
1FT7W2B62DEA73941,2013,Ford,Super Duty F250,Crew Cab Pickup,XL,W2B,4,Oxford White,Vinyl 40/20/40 Seats Steel,8,6.2L,Automatic,3,38475,38475,35111,36163,41326,,77024,White,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,FFFFFF,379
1FT7W2B64DEB03263,2013,Ford,Super Duty F250,Crew Cab Pickup,XL,W2B,4,Oxford White,Vinyl 40/20/40 Seats Steel,8,6.2L,Automatic,3,38290,38290,34956,36002,41362,,77024,White,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,FFFFFF,379
1FT7W2B68CEB60631,2012,Ford,Super Duty F250,Crew Cab Pickup,XL,W2B,4,Oxford White,Cloth 40/20/40 Seat Steel,8,6.2L,Automatic,3,37350,37350,34502,35518,40991,,77024,White,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,FFFFFF,379
1FT7W2A66CEC11559,2012,Ford,Super Duty F250,Crew Cab Pickup,XL,W2A,4,Oxford White,Steel,8,6.2L,Automatic,261,36425,36425,33079,28231,41177,,77024,White,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,FFFFFF,379
1FT7X2B63CEB42020,2012,Ford,Super Duty F250,Extended Cab Pickup,XL,X2B,2,Oxford White,Cloth 40/20/40 Seat Steel,8,6.2L,Automatic,4,36030,36030,32444,26721,40974,,77024,White,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,FFFFFF,379
1FT7X2B65CEB42018,2012,Ford,Super Duty F250,Extended Cab Pickup,XL,X2B,2,Oxford White,Cloth 40/20/40 Seat Steel,8,6.2L,Automatic,3,36030,36030,32920,26721,40962,,77024,White,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,FFFFFF,379
1FT7W2A60DEB03259,2013,Ford,Super Duty F250,Crew Cab Pickup,XL,W2A,4,Oxford White,Vinyl 40/20/40 Seats Steel,8,6.2L,Automatic,13,35630,35630,32534,33500,41362,,77024,White,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,FFFFFF,379
1FT7W2A60DEB12639,2013,Ford,Super Duty F250,Crew Cab Pickup,XL,W2A,4,Oxford White,Vinyl 40/20/40 Seats Steel,8,6.2L,Automatic,3,35630,35630,32534,33500,41379,,77024,White,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,FFFFFF,379
1FT7W2A69DEA73971,2013,Ford,Super Duty F250,Crew Cab Pickup,XL,W2A,4,Oxford White,Steel,8,6.2L,Automatic,25,35490,35490,33427,33377,41386,,77024,White,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,FFFFFF,379
1FT7W2A69DEB03261,2013,Ford,Super Duty F250,Crew Cab Pickup,XL,W2A,4,Oxford White,Vinyl 40/20/40 Seats Steel,8,6.2L,Automatic,20,35345,35345,33383,33251,41359,,77024,White,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,FFFFFF,379
1FT7W2A69DEB12638,2013,Ford,Super Duty F250,Crew Cab Pickup,XL,W2A,4,Oxford White,Vinyl 40/20/40 Seats Steel,8,6.2L,Automatic,3,34975,34975,31984,32930,41379,,77024,White,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,FFFFFF,379
1FT7X2A65DEA31536,2013,Ford,Super Duty F250,Extended Cab Pickup,XL,X2A,2,Oxford White,Steel,8,6.2L,Automatic,225,33500,33500,30642,31544,41359,,77024,White,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,FFFFFF,379
1FT7X2A60CED23335,2012,Ford,Super Duty F250,Extended Cab Pickup,XL,X2A,2,Uj,As,8,6.2L,Automatic,3,32505,32505,30343,31215,41215,,77024,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,,379
1FT7X2A69CED14827,2012,Ford,Super Duty F250,Extended Cab Pickup,XL,X2A,2,Sterling Gray Metallic,Cloth 40/20/40 Seat Steel,8,6.2L,Automatic,4,32480,32480,30323,31194,41221,,77024,Gray,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,585953,379
1FT7X2A67CED14826,2012,Ford,Super Duty F250,Extended Cab Pickup,XL,X2A,2,Sterling Gray Metallic,Vinyl 40/20/40 Seats Steel,8,6.2L,Automatic,3,32380,32380,30243,31111,41215,,77024,Gray,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,585953,379
1FTBF2A67CEA24468,2012,Ford,Super Duty F250,Regular Cab Pickup,XL,F2A,2,Ingot Silver Metallic,Vinyl 40/20/40 Seats Steel,8,6.2L,Automatic,25,30220,30220,28346,29149,40792,,77024,Silver,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,3,D0E1DD,379
1FT7X2B68CEA52846,2012,Ford,Super Duty F-250 SRW,Extended Cab Pickup,,X2B,2,Green Gem,,8,6.2L,Automatic,10,42795,42795,0,38976,41092,6.2L EFI V-8 ENGINE6 SPEED AUTOMATIC TRANS3.73 ELECTRONIC LOCKING AXLEXLT VALUE PACKAGEELECTRONIC SHIFT ON THE FLYSIRIUS SAT RADIO W/6M,10583,Green,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,,27563B,379
1FT7W2B65DEA72217,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,,W2B,4,Tuxedo Black Metallic,,8,6.2L,Automatic,5,48875,48875,0,44736,41331,6.2L EFI V-8 ENGINE6 SPEED AUTOMATIC TRANS3.73 ELECTRONIC LOCKING AXLECHROME TUBULAR CAB STEPS 5UPFITTER SWITCHES,10583,Black,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,,10101,379
1FT7X2B69DEA88823,2013,Ford,Super Duty F-250 SRW,Extended Cab Pickup,,X2B,2,White,,8,6.2L,Automatic,10,37810,37810,0,34568,41339,6.2L EFI V-8 ENGINE6 SPEED AUTOMATIC TRANS3.73 ELECTRONIC LOCKING AXLEMOLDED BLACK CAB STEPSELECTRONIC SHIFT ON THE FLYSNOW PLOW PACKAG,10583,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,,,379
1FTBF2B69DEA95591,2013,Ford,Super Duty F-250 SRW,Regular Cab Pickup,,F2B,2,Oxford White,,8,6.2L,Automatic,10,35835,35835,0,32736,41351,6.2L EFI V-8 ENGINE6 SPEED AUTOMATIC TRANS3.73 ELECTRONIC LOCKING AXLEMOLDED BLACK CAB STEPSELECTRONIC SHIFT ON THE FLYSNOW PLOW PACKAG,10583,White,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,3,FFFFFF,379
1FT7W2B66DEB11820,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,,W2B,4,Green,,8,6.2L,Automatic,10,44220,44220,0,40389,41379,6.2L EFI V-8 ENGINE6 SPEED AUTOMATIC TRANS3.73 ELECTRONIC LOCKING AXLEXLT VALUE PACKAGECHROME TUBULAR CAB STEPS 5ELECTRONIC SHIFT ON TH,10583,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,,,379
1FT7X2B61DEB06845,2013,Ford,Super Duty F-250 SRW,Extended Cab Pickup,,X2B,2,Sterling Gray Metallic,,8,6.2L,Automatic,10,42905,42905,0,39165,41379,6.2L EFI V-8 ENGINE6 SPEED AUTOMATIC TRANS3.73 ELECTRONIC LOCKING AXLEXLT VALUE PACKAGEMOLDED BLACK CAB STEPSELECTRONIC SHIFT ON THE FL,10583,Gray,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,,585953,379
1FT7W2B6XDEA79339,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,Lariat,W2B,4,Tuxedo_Blk,Black Leather,8,6.2L,Automatic,5,49830,49830,45561,46763,41330,,78224,Black,Black,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,5,,379
1FT7X2A63DEB03446,2013,Ford,Super Duty F-250 SRW,Extended Cab Pickup,XL,X2A,2,Oxford White,Steel Vinyl,8,6.2L,Automatic,5,34470,34470,31653,32394,41358,,78224,White,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,FFFFFF,379
1FT7X2A65DEB03447,2013,Ford,Super Duty F-250 SRW,Extended Cab Pickup,XL,X2A,2,Oxford White,Steel Vinyl,8,6.2L,Automatic,5,34470,34470,31653,32394,41358,,78224,White,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,FFFFFF,379
1FT7W2B64DEB08169,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,King Ranch,W2B,4,Tuxedo_Blk,Adobe Lthr,8,6.2L,Automatic,5,54770,54770,50076,51426,41362,,78224,Black,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,5,,379
1FT7X2B67CEA91850,2012,Ford,Super Duty F-250 SRW,Extended Cab Pickup,XL 4X4,X2B,2,Z1,Steel,8,6.2L,Automatic,0,26745,35745,33201,34108,40882,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,FFFFFF,379
1FT7X2A62CEC45172,2012,Ford,Super Duty F-250 SRW,Extended Cab Pickup,XL,X2A,2,UJ,Steel,8,6.2L,Automatic,0,23999,32750,30554,31431,41087,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,585953,379
1FT7W2B67CED06419,2012,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XL 4X4,W2B,4,Z1,Steel,8,6.2L,Automatic,0,29735,39235,36025,37098,41186,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,FFFFFF,379
1FT7W2A65CED00202,2012,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XL,W2A,4,Z1,Steel,8,6.2L,Automatic,0,25999,34870,32500,30443,41208,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,FFFFFF,379
1FT7W2A67CED00203,2012,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XL,W2A,4,Z1,Steel,8,6.2L,Automatic,0,25999,34870,32500,30443,41208,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,FFFFFF,379
1FT7X2A62CED00218,2012,Ford,Super Duty F-250 SRW,Extended Cab Pickup,XL,X2A,2,Z1,Steel,8,6.2L,Automatic,0,25499,34825,32500,30324,41211,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,FFFFFF,379
1FT7W2A69CED00204,2012,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XL,W2A,4,Z1,Steel,8,6.2L,Automatic,0,25999,34870,32500,30443,41214,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,FFFFFF,379
1FT7X2A60CED00220,2012,Ford,Super Duty F-250 SRW,Extended Cab Pickup,XL,X2A,2,Z1,Steel,8,6.2L,Automatic,0,25499,34825,32500,30324,41220,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,FFFFFF,379
1FT7X2A64DEA02951,2013,Ford,Super Duty F-250 SRW,Extended Cab Pickup,XL,X2A,2,UJ,Steel,8,6.2L,Automatic,0,25930,33030,30249,31133,41221,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,585953,379
1FT7X2A66DEA02952,2013,Ford,Super Duty F-250 SRW,Extended Cab Pickup,XL,X2A,2,UX,Steel,8,6.2L,Automatic,0,25930,33030,30249,30527,41221,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,D0E1DD,379
1FT7W2A65DEA08003,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XL,W2A,4,Z1,Steel,8,6.2L,Automatic,0,27205,35150,32120,33061,41229,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,FFFFFF,379
1FT7W2A68DEA15527,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XL,W2A,4,Z1,Steel,8,6.2L,Automatic,0,27800,37100,33748,34730,41229,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,FFFFFF,379
1FT7W2A69DEA31641,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XL,W2A,4,UJ,Steel,8,6.2L,Automatic,0,26340,35340,32283,33238,41249,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,,379
1FT7W2A67DEA31640,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XL,W2A,4,UJ,Steel,8,6.2L,Automatic,0,26500,35680,32569,33535,41256,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,,379
1FT7X2A63DEA68892,2013,Ford,Super Duty F-250 SRW,Extended Cab Pickup,XL,X2A,2,Z1,Steel,8,6.2L,Automatic,0,25715,32915,30200,24753,41313,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,,379
1FT7X2A65DEA68893,2013,Ford,Super Duty F-250 SRW,Extended Cab Pickup,XL,X2A,2,Z1,Steel,8,6.2L,Automatic,10,25715,32915,30200,24753,41313,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,,379
1FTBF2A68DEA68884,2013,Ford,Super Duty F-250 SRW,Regular Cab Pickup,XL,F2A,2,Z1,Steel,8,6.2L,Automatic,10,24599,30515,29200,22539,41318,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,3,,379
1FTBF2A61DEA68886,2013,Ford,Super Duty F-250 SRW,Regular Cab Pickup,XL,F2A,2,Z1,Steel,8,6.2L,Automatic,10,24599,30515,29200,22539,41318,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,3,,379
1FTBF2A63DEA68890,2013,Ford,Super Duty F-250 SRW,Regular Cab Pickup,XL,F2A,2,Z1,Steel,8,6.2L,Automatic,10,24599,30515,29200,22539,41318,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,3,,379
1FT7X2A69DEA68895,2013,Ford,Super Duty F-250 SRW,Extended Cab Pickup,XL,X2A,2,Z1,Steel,8,6.2L,Automatic,0,25715,32915,30200,24753,41318,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,,379
1FTBF2A67DEA68889,2013,Ford,Super Duty F-250 SRW,Regular Cab Pickup,XL,F2A,2,Z1,Steel,8,6.2L,Automatic,10,24599,30515,29200,22539,41318,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,3,,379
1FT7X2A67DEA68894,2013,Ford,Super Duty F-250 SRW,Extended Cab Pickup,XL,X2A,2,Z1,Steel,8,6.2L,Automatic,0,25715,32915,30200,24753,41318,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,,379
1FTBF2A65DEA68888,2013,Ford,Super Duty F-250 SRW,Regular Cab Pickup,XL,F2A,2,Z1,Steel,8,6.2L,Automatic,10,24599,30515,29200,22539,41318,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,3,,379
1FT7W2B61DEB03415,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XL 4X4,W2B,4,Z1,Steel,8,6.2L,Automatic,0,29500,38705,35294,36350,41354,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,,379
1FT7W2B64DEB08138,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XL 4X4,W2B,4,Z1,Steel,8,6.2L,Automatic,0,30720,40420,36743,37851,41366,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,,379
1FT7W2B64DEB08141,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XLT 4X4,W2B,4,Z1,Steel,8,6.2L,Automatic,0,34310,44310,40324,41549,41366,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,,379
1FT7W2A64DEB03412,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XL,W2A,4,Z1,Steel,8,6.2L,Automatic,0,27935,37435,34048,35066,41367,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,RWD,Flex Fuel,,,6,,379
1FT7W2B62DEB08137,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XL 4X4,W2B,4,Z1,Steel,8,6.2L,Automatic,0,30720,40420,36743,37851,41368,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,,379
1FT8W3B63DEB08142,2013,Ford,Super Duty F-350 SRW,Crew Cab Pickup,XL 4X4,W3B,4,Z1,Steel,8,6.2L,Automatic,0,32999,39850,36329,37420,41368,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,5,,379
1FT7W2B62DEB08140,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XLT 4X4,W2B,4,N1,Steel,8,6.2L,Automatic,0,33990,44010,40072,41288,41368,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,,379
1FT7W2B67DEB17965,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XLT 4X4,W2B,4,UX,Steel,8,6.2L,Automatic,0,34406,44390,40406,41634,41381,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,,379
1FT7W2B65DEB17964,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XL 4X4,W2B,4,Z1,Steel,8,6.2L,Automatic,0,29250,38150,34827,35867,41382,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,,379
1FT7W2B65DEB23084,2013,Ford,Super Duty F-250 SRW,Crew Cab Pickup,XLT 4X4,W2B,4,UX,Steel,8,6.2L,Automatic,0,44370,44370,40409,41635,41383,,78626,,,,V,Electronic Fuel Injection,Gas/Ethanol V8 6.2L/379,6,6-Speed Automatic w/manual shift,4WD,Flex Fuel,,,6,,379
